schoolcode,zip,academicyear,aggregatelevel,countycode,districtcode,countyname,districtname,schoolname,charterschool,dass,reportingcategory,cohortstudents,regular_hs_diploma_graduates_count,regular_hs_diploma_graduates_rate,met_uc_csu_grad_reqs_count,met_uc_csu_grad_reqs_rate,seal_of_biliteracy_count,seal_of_biliteracy_rate,golden_state_seal_merit_diploma_count,golden_state_seal_merit_diploma_rate,chspe_completer_count,chspe_completer_rate,adult_ed_hs_diploma_count,adult_ed_hs_diploma_rate,sped_certificate_count,sped_certificate_rate,ged_completer_count,ged_completer_rate,other_transfer_count,other_transfer_rate,dropout_count,dropout_rate,still_enrolled_count,still_enrolled_rate
122432,91790,2019-20,S,19,65094,Los Angeles,West Covina Unified,Edgewood High,All,All,TA,187,179,95.7,89,49.7,37,20.7,61,34.1,0,0,0,0,0,0,0,0,3,1.6,2,1.1,3,1.6
1939537,91791,2019-20,S,19,65094,Los Angeles,West Covina Unified,West Covina High,All,All,TA,495,474,95.8,285,60.1,43,9.1,146,30.8,0,0,0,0,13,2.6,0,0,0,0,7,1.4,1,0.2
1931302,90604,2019-20,S,19,65128,Los Angeles,Whittier Union High,California High,All,All,TA,670,658,98.2,394,59.9,107,16.3,215,32.7,0,0,0,0,5,0.7,0,0,1,0.1,4,0.6,2,0.3
1934868,90605,2019-20,S,19,65128,Los Angeles,Whittier Union High,La Serna High,All,All,TA,587,562,95.7,372,66.2,100,17.8,196,34.9,0,0,0,0,10,1.7,0,0,3,0.5,10,1.7,2,0.3
1936889,90606,2019-20,S,19,65128,Los Angeles,Whittier Union High,Pioneer High,All,All,TA,273,264,96.7,169,64,50,18.9,77,29.2,0,0,0,0,7,2.6,0,0,0,0,1,0.4,1,0.4
1937903,90670,2019-20,S,19,65128,Los Angeles,Whittier Union High,Santa Fe High,All,All,TA,512,483,94.3,304,62.9,71,14.7,183,37.9,3,0.6,0,0,18,3.5,0,0,0,0,5,1,3,0.6
1939701,90601,2019-20,S,19,65128,Los Angeles,Whittier Union High,Whittier High,All,All,TA,405,394,97.3,247,62.7,49,12.4,114,28.9,0,0,0,0,5,1.2,0,0,0,0,4,1,2,0.5
102459,91321,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Golden Valley High,All,All,TA,499,465,93.2,247,53.1,42,9,130,28,2,0.4,0,0,3,0.6,0,0,2,0.4,8,1.6,19,3.8
102475,91381,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,West Ranch High,All,All,TA,525,515,98.1,283,55,31,6,354,68.7,1,0.2,0,0,0,0,2,0.4,1,0.2,3,0.6,3,0.6
112359,91350,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Sequoia School,All,All,TA,12,11,91.7,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.3,0,0
114439,91355,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Mission View Public,All,All,TA,124,37,29.8,1,2.7,0,0,0,0,2,1.6,0,0,1,0.8,0,0,2,1.6,15,12.1,67,54
117234,91384,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Santa Clarita Valley International,All,All,TA,69,62,89.9,41,66.1,0,0,17,27.4,4,5.8,0,0,0,0,0,0,2,2.9,1,1.4,0,0
1931492,91351,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Canyon High,All,All,TA,505,497,98.4,216,43.5,75,15.1,198,39.8,0,0,0,0,0,0,0,0,0,0,6,1.2,2,0.4
1931740,91350,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Saugus High,All,All,TA,584,575,98.5,279,48.5,39,6.8,154,26.8,0,0,0,0,0,0,0,0,0,0,9,1.5,0,0
1933902,91321,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,William S. Hart High,All,All,TA,542,511,94.3,249,48.7,37,7.2,214,41.9,0,0,1,0.2,1,0.2,0,0,4,0.7,11,2,14,2.6
1995802,91355,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Valencia High,All,All,TA,642,617,96.1,353,57.2,27,4.4,296,48,0,0,0,0,0,0,0,0,0,0,7,1.1,18,2.8
1996263,91355,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Opportunities for Learning - Santa Clarita,All,All,TA,209,59,28.2,13,22,0,0,3,5.1,3,1.4,0,0,0,0,0,0,4,1.9,60,28.7,83,39.7
1996321,91355,2019-20,S,19,65136,Los Angeles,William S. Hart Union High,Academy of the Canyons,All,All,TA,102,101,99.0,100,99,1,1,86,85.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132969,90222,2019-20,S,19,73437,Los Angeles,Compton Unified,Compton Early College High,All,All,TA,77,77,100.0,77,100,42,54.5,60,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931567,90222,2019-20,S,19,73437,Los Angeles,Compton Unified,Centennial High,All,All,TA,202,186,92.1,102,54.8,15,8.1,58,31.2,0,0,0,0,1,0.5,0,0,0,0,13,6.4,2,1
1931963,90220,2019-20,S,19,73437,Los Angeles,Compton Unified,Compton High,All,All,TA,369,333,90.2,194,58.3,60,18,121,36.3,0,0,0,0,9,2.4,0,0,0,0,23,6.2,4,1.1
1932326,90221,2019-20,S,19,73437,Los Angeles,Compton Unified,Dominguez High,All,All,TA,384,355,92.4,203,57.2,53,14.9,127,35.8,0,0,0,0,3,0.8,1,0.3,0,0,23,6,2,0.5
1996057,90220,2019-20,S,19,73437,Los Angeles,Compton Unified,Thurgood Marshall,All,All,TA,43,19,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44.2,5,11.6
1933316,91746,2019-20,S,19,73445,Los Angeles,Hacienda la Puente Unified,Puente Hills High,All,All,TA,30,27,90.0,2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.7,1,3.3
1934801,91744,2019-20,S,19,73445,Los Angeles,Hacienda la Puente Unified,La Puente High,All,All,TA,244,241,98.8,122,50.6,38,15.8,42,17.4,0,0,0,0,0,0,0,0,1,0.4,1,0.4,1,0.4
1935246,91745,2019-20,S,19,73445,Los Angeles,Hacienda la Puente Unified,Los Altos High,All,All,TA,377,368,97.6,211,57.3,30,8.2,97,26.4,0,0,0,0,2,0.5,0,0,1,0.3,4,1.1,2,0.5
1939834,91745,2019-20,S,19,73445,Los Angeles,Hacienda la Puente Unified,Glen A. Wilson High,All,All,TA,369,358,97.0,213,59.5,76,21.2,163,45.5,4,1.1,0,0,1,0.3,0,0,1,0.3,1,0.3,4,1.1
1939925,91744,2019-20,S,19,73445,Los Angeles,Hacienda la Puente Unified,William Workman High,All,All,TA,258,246,95.3,110,44.7,50,20.3,63,25.6,0,0,0,0,7,2.7,0,0,1,0.4,2,0.8,2,0.8
111070,91744,2019-20,S,19,73452,Los Angeles,Rowland Unified,Rowland Assistive Technology Academy,All,All,TA,16,1,6.3,0,0,0,0,0,0,0,0,0,0,15,93.8,0,0,0,0,0,0,0,0
120600,93065,2019-20,S,19,73452,Los Angeles,Rowland Unified,iQ Academy California-Los Angeles,All,All,TA,105,72,68.6,2,2.8,0,0,16,22.2,0,0,0,0,0,0,0,0,0,0,20,19,13,12.4
1936228,91744,2019-20,S,19,73452,Los Angeles,Rowland Unified,Nogales High,All,All,TA,447,416,93.1,160,38.5,68,16.3,85,20.4,0,0,0,0,0,0,0,0,3,0.7,27,6,1,0.2
1937564,91748,2019-20,S,19,73452,Los Angeles,Rowland Unified,John A. Rowland High,All,All,TA,486,453,93.2,256,56.5,146,32.2,147,32.5,2,0.4,0,0,0,0,0,0,5,1,23,4.7,3,0.6
1932862,91765,2019-20,S,19,73460,Los Angeles,Walnut Valley Unified,Diamond Bar High,All,All,TA,724,703,97.1,530,75.4,0,0,0,0,7,1,0,0,3,0.4,0,0,2,0.3,9,1.2,0,0
1939149,91789,2019-20,S,19,73460,Los Angeles,Walnut Valley Unified,Walnut High,All,All,TA,608,583,95.9,370,63.5,0,0,0,0,9,1.5,0,0,6,1,0,0,1,0.2,9,1.5,0,0
1995810,91776,2019-20,S,19,75291,Los Angeles,San Gabriel Unified,Gabrielino High,All,All,TA,415,392,94.5,234,59.7,53,13.5,161,41.1,1,0.2,0,0,4,1,0,0,0,0,17,4.1,1,0.2
1996016,91776,2019-20,S,19,75291,Los Angeles,San Gabriel Unified,Options for Youth San Gabriel,All,All,TA,270,81,30.0,32,39.5,0,0,8,9.9,2,0.7,0,0,0,0,0,0,22,8.1,80,29.6,85,31.5
1996081,91776,2019-20,S,19,75291,Los Angeles,San Gabriel Unified,Del Mar High,All,All,TA,29,24,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.8,1,3.4
127100,93535,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Assurance Learning Academy,All,All,TA,1024,124,12.1,3,2.4,0,0,0,0,0,0,0,0,1,0.1,1,0.1,12,1.2,216,21.1,670,65.4
131383,90033,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,SIATech Academy South,All,All,TA,89,8,9.0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,91,0,0
131987,93510,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,iLEAD Hybrid,All,All,TA,109,91,83.5,7,7.7,0,0,0,0,4,3.7,0,0,0,0,1,0.9,6,5.5,4,3.7,3,2.8
132654,92069,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Community Collaborative Charter,All,All,TA,88,44,50.0,4,9.1,0,0,3,6.8,2,2.3,0,0,1,1.1,0,0,1,1.1,17,19.3,23,26.1
134619,93535,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Empower Generations,All,All,TA,19,11,57.9,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42.1,0,0
135145,91361,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Compass Charter Schools of Los Angeles,All,All,TA,75,28,37.3,8,28.6,0,0,14,50,0,0,0,0,0,0,0,0,0,0,32,42.7,15,20
136531,93510,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,iLEAD Online,All,All,TA,22,18,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.2,0,0
136648,92337,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Options for Youth-Acton,All,All,TA,746,162,21.7,37,22.8,0,0,7,4.3,1,0.1,0,0,1,0.1,0,0,37,5,230,30.8,315,42.2
137786,93570,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Mission Academy,All,All,TA,146,18,12.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,3,2.1,35,24,89,61
1995786,93510,2019-20,S,19,75309,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,All,All,TA,84,79,94.0,23,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.8,1,1.2
1935808,90266,2019-20,S,19,75333,Los Angeles,Manhattan Beach Unified,Mira Costa High,All,All,TA,679,660,97.2,545,82.6,147,22.3,354,53.6,2,0.3,0,0,4,0.6,0,0,2,0.3,5,0.7,6,0.9
1937143,90277,2019-20,S,19,75341,Los Angeles,Redondo Beach Unified,Redondo Union High,All,All,TA,722,702,97.2,465,66.2,70,10,319,45.4,5,0.7,0,0,10,1.4,1,0.1,0,0,2,0.3,2,0.3
6120158,90025,2019-20,S,19,75663,Los Angeles,SBE - New West Charter,New West Charter,All,All,TA,88,85,96.6,85,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0,0,2,2.3
1996693,91767,2019-20,S,19,75697,Los Angeles,SBE - The School of Arts and Enterprise,School of Arts and Enterprise,All,All,TA,84,78,92.9,66,84.6,0,0,0,0,0,0,0,0,2,2.4,0,0,0,0,0,0,4,4.8
1930122,91801,2019-20,S,19,75713,Los Angeles,Alhambra Unified,Century High,All,All,TA,57,53,93.0,0,0,0,0,0,0,1,1.8,0,0,0,0,0,0,0,0,2,3.5,1,1.8
1930163,91801,2019-20,S,19,75713,Los Angeles,Alhambra Unified,Alhambra High,All,All,TA,554,532,96.0,351,66,93,17.5,240,45.1,0,0,0,0,8,1.4,0,0,0,0,8,1.4,6,1.1
1934553,91801,2019-20,S,19,75713,Los Angeles,Alhambra Unified,Mark Keppel High,All,All,TA,552,526,95.3,343,65.2,86,16.3,222,42.2,3,0.5,0,0,6,1.1,0,0,1,0.2,6,1.1,10,1.8
1937697,91776,2019-20,S,19,75713,Los Angeles,Alhambra Unified,San Gabriel High,All,All,TA,502,469,93.4,309,65.9,36,7.7,253,53.9,0,0,0,0,0,0,0,0,15,3,6,1.2,12,2.4
119016,90245,2019-20,S,19,76869,Los Angeles,Wiseburn Unified,Da Vinci Science,All,All,TA,143,128,89.5,119,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,14,9.8
119636,90250,2019-20,S,19,76869,Los Angeles,Wiseburn Unified,Da Vinci Design,All,All,TA,137,128,93.4,121,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,8,5.8
131128,90245,2019-20,S,19,76869,Los Angeles,Wiseburn Unified,Da Vinci Communications,All,All,TA,71,62,87.3,53,85.5,0,0,0,0,0,0,0,0,5,7,0,0,0,0,1,1.4,3,4.2
132928,90032,2019-20,S,19,64733,Los Angeles,Los Angeles Unified,Anahuacalmecac International University Preparatory of North America,All,All,TA,18,18,100.0,15,83.3,2,11.1,8,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109926,90042,2019-20,S,19,76968,Los Angeles,SBE - Academia Avance Charter,Academia Avance Charter,All,All,TA,57,49,86.0,29,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,6,10.5
133900,90201,2019-20,S,19,76992,Los Angeles,SBE - Prepa Tec Los Angeles High,Prepa Tec Los Angeles High,All,All,TA,73,65,89.0,65,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.1,5,6.8
126037,92706,2019-20,S,30,10306,Orange,Orange County Department of Education,Samueli Academy,All,All,TA,106,103,97.2,60,58.3,26,25.2,37,35.9,1,0.9,0,0,0,0,0,0,0,0,2,1.9,0,0
132910,92705,2019-20,S,30,10306,Orange,Orange County Department of Education,College and Career Preparatory Academy,All,All,TA,45,6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28.9,26,57.8
133959,92868,2019-20,S,30,10306,Orange,Orange County Department of Education,Unity Middle College High,All,All,TA,24,23,95.8,20,87,0,0,0,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0
133983,92705,2019-20,S,30,10306,Orange,Orange County Department of Education,Ednovate - Legacy College Prep.,All,All,TA,92,86,93.5,86,100,0,0,0,0,0,0,0,0,0,0,1,1.1,1,1.1,1,1.1,3,3.3
134239,92805,2019-20,S,30,10306,Orange,Orange County Department of Education,EPIC Charter (Excellence Performance Innovation Citizenship),All,All,TA,44,20,45.5,1,5,0,0,2,10,0,0,0,0,0,0,1,2.3,1,2.3,22,50,0,0
134841,92805,2019-20,S,30,10306,Orange,Orange County Department of Education,Orange County Workforce Innovation High,All,All,TA,81,15,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.7,16,19.8,47,58
138800,92692,2019-20,S,30,10306,Orange,Orange County Department of Education,National University Academy Homeschool/Independent Study Orange County,All,All,TA,12,1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.3,7,58.3
3030632,92626,2019-20,S,30,10306,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,All,All,TA,104,89,85.6,3,3.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,8.7,5,4.8
3030764,92628,2019-20,S,30,10306,Orange,Orange County Department of Education,ACCESS County Community,All,All,TA,880,255,29.0,0,0,0,0,0,0,3,0.3,0,0,0,0,11,1.3,40,4.5,240,27.3,331,37.6
6069553,92628,2019-20,S,30,10306,Orange,Orange County Department of Education,Orange County Special Education,All,All,TA,21,11,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,9,42.9
3030038,90630,2019-20,S,30,66431,Orange,Anaheim Union High,Cypress High,All,All,TA,657,641,97.6,498,77.7,151,23.6,243,37.9,5,0.8,0,0,4,0.6,0,0,5,0.8,1,0.2,1,0.2
3030228,92805,2019-20,S,30,66431,Orange,Anaheim Union High,Anaheim High,All,All,TA,750,702,93.6,318,45.3,133,18.9,112,16,0,0,0,0,11,1.5,0,0,3,0.4,25,3.3,9,1.2
3030616,90630,2019-20,S,30,66431,Orange,Anaheim Union High,Oxford Academy,All,All,TA,186,183,98.4,174,95.1,136,74.3,165,90.2,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0
3033057,92806,2019-20,S,30,66431,Orange,Anaheim Union High,Katella High,All,All,TA,640,622,97.2,367,59,132,21.2,115,18.5,0,0,0,0,2,0.3,0,0,0,0,10,1.6,6,0.9
3033115,90623,2019-20,S,30,66431,Orange,Anaheim Union High,John F. Kennedy High,All,All,TA,564,541,95.9,298,55.1,149,27.5,195,36,4,0.7,0,0,7,1.2,0,0,3,0.5,7,1.2,2,0.4
3033784,92804,2019-20,S,30,66431,Orange,Anaheim Union High,Loara High,All,All,TA,468,433,92.5,234,54,114,26.3,87,20.1,0,0,0,0,12,2.6,0,0,3,0.6,16,3.4,4,0.9
3034204,92804,2019-20,S,30,66431,Orange,Anaheim Union High,Magnolia High,All,All,TA,339,310,91.4,122,39.4,45,14.5,44,14.2,2,0.6,0,0,8,2.4,0,0,0,0,11,3.2,8,2.4
3036712,92801,2019-20,S,30,66431,Orange,Anaheim Union High,Savanna High,All,All,TA,413,388,93.9,178,45.9,90,23.2,64,16.5,0,0,0,0,7,1.7,0,0,1,0.2,14,3.4,3,0.7
3038239,92804,2019-20,S,30,66431,Orange,Anaheim Union High,Western High,All,All,TA,486,474,97.5,201,42.4,104,21.9,74,15.6,0,0,1,0.2,3,0.6,0,0,0,0,5,1,3,0.6
6066815,90620,2019-20,S,30,66431,Orange,Anaheim Union High,Hope,All,All,TA,18,0,0.0,0,0,0,0,0,0,0,0,0,0,18,100,0,0,0,0,0,0,0,0
3030640,92821,2019-20,S,30,66449,Orange,Brea-Olinda Unified,Brea-Olinda High,All,All,TA,410,391,95.4,213,54.5,48,12.3,117,29.9,3,0.7,0,0,4,1,0,0,0,0,12,2.9,0,0
106765,92675,2019-20,S,30,66464,Orange,Capistrano Unified,California Connections Academy Southern California,All,All,TA,751,487,64.8,144,29.6,18,3.7,0,0,19,2.5,0,0,0,0,2,0.3,8,1.1,235,31.3,0,0
113381,92675,2019-20,S,30,66464,Orange,Capistrano Unified,San Juan Hills High,All,All,TA,581,571,98.3,377,66,149,26.1,197,34.5,5,0.9,0,0,1,0.2,0,0,0,0,4,0.7,0,0
124131,92675,2019-20,S,30,66464,Orange,Capistrano Unified,California Preparatory Academy,All,All,TA,48,45,93.8,24,53.3,8,17.8,14,31.1,3,6.3,0,0,0,0,0,0,0,0,0,0,0,0
3030210,92692,2019-20,S,30,66464,Orange,Capistrano Unified,Capistrano Valley High,All,All,TA,528,505,95.6,287,56.8,130,25.7,208,41.2,5,0.9,0,0,0,0,0,0,0,0,10,1.9,8,1.5
3030574,92656,2019-20,S,30,66464,Orange,Capistrano Unified,Aliso Niguel High,All,All,TA,756,741,98.0,480,64.8,178,24,325,43.9,8,1.1,0,0,0,0,1,0.1,0,0,4,0.5,2,0.3
3030756,92688,2019-20,S,30,66464,Orange,Capistrano Unified,Tesoro High,All,All,TA,623,595,95.5,416,69.9,138,23.2,298,50.1,3,0.5,0,0,6,1,0,0,7,1.1,7,1.1,5,0.8
3035987,92675,2019-20,S,30,66464,Orange,Capistrano Unified,Junipero Serra High,All,All,TA,99,87,87.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,9.1,2,2
3036001,92673,2019-20,S,30,66464,Orange,Capistrano Unified,San Clemente High,All,All,TA,686,653,95.2,425,65.1,152,23.3,186,28.5,4,0.6,0,0,12,1.7,0,0,1,0.1,15,2.2,1,0.1
3038569,92629,2019-20,S,30,66464,Orange,Capistrano Unified,Dana Hills High,All,All,TA,613,586,95.6,350,59.7,83,14.2,188,32.1,7,1.1,0,0,9,1.5,0,0,0,0,6,1,5,0.8
6120356,92675,2019-20,S,30,66464,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,All,All,TA,69,17,24.6,11,64.7,0,0,2,11.8,1,1.4,0,0,0,0,1,1.4,0,0,19,27.5,31,44.9
3030855,90621,2019-20,S,30,66514,Orange,Fullerton Joint Union High,Buena Park High,All,All,TA,411,390,94.9,171,43.8,0,0,113,29,0,0,0,0,3,0.7,0,0,0,0,17,4.1,1,0.2
3032505,92832,2019-20,S,30,66514,Orange,Fullerton Joint Union High,Fullerton Union High,All,All,TA,488,473,96.9,233,49.3,0,0,0,0,1,0.2,0,0,0,0,0,0,2,0.4,12,2.5,0,0
3033362,90631,2019-20,S,30,66514,Orange,Fullerton Joint Union High,La Habra High,All,All,TA,530,516,97.4,286,55.4,75,14.5,200,38.8,0,0,0,0,0,0,0,0,1,0.2,13,2.5,0,0
3037090,90631,2019-20,S,30,66514,Orange,Fullerton Joint Union High,Sonora High,All,All,TA,404,383,94.8,216,56.4,111,29,0,0,1,0.2,0,0,16,4,0,0,0,0,4,1,0,0
3037348,92833,2019-20,S,30,66514,Orange,Fullerton Joint Union High,Sunny Hills High,All,All,TA,534,526,98.5,368,70,155,29.5,0,0,5,0.9,0,0,1,0.2,0,0,0,0,2,0.4,0,0
3037496,92831,2019-20,S,30,66514,Orange,Fullerton Joint Union High,Troy High,All,All,TA,630,611,97.0,449,73.5,0,0,413,67.6,2,0.3,0,0,15,2.4,0,0,0,0,2,0.3,0,0
3030103,92841,2019-20,S,30,66522,Orange,Garden Grove Unified,Marie L. Hare High,All,All,TA,96,80,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15.6,1,1
3030434,92844,2019-20,S,30,66522,Orange,Garden Grove Unified,Bolsa Grande High,All,All,TA,461,443,96.1,281,63.4,114,25.7,201,45.4,1,0.2,0,0,0,0,0,0,0,0,12,2.6,5,1.1
3032752,92840,2019-20,S,30,66522,Orange,Garden Grove Unified,Garden Grove High,All,All,TA,538,514,95.5,304,59.1,99,19.3,216,42,0,0,0,0,0,0,0,0,0,0,19,3.5,5,0.9
3033578,92683,2019-20,S,30,66522,Orange,Garden Grove Unified,La Quinta High,All,All,TA,544,506,93.0,389,76.9,163,32.2,320,63.2,2,0.4,0,0,9,1.7,0,0,0,0,21,3.9,6,1.1
3033933,92708,2019-20,S,30,66522,Orange,Garden Grove Unified,Los Amigos High,All,All,TA,414,381,92.0,209,54.9,56,14.7,109,28.6,1,0.2,0,0,8,1.9,0,0,1,0.2,16,3.9,7,1.7
3035581,92845,2019-20,S,30,66522,Orange,Garden Grove Unified,Pacifica High,All,All,TA,374,360,96.3,248,68.9,59,16.4,181,50.3,1,0.3,0,0,7,1.9,0,0,0,0,3,0.8,3,0.8
3035706,92841,2019-20,S,30,66522,Orange,Garden Grove Unified,Rancho Alamitos High,All,All,TA,421,386,91.7,218,56.5,76,19.7,170,44,2,0.5,0,0,11,2.6,1,0.2,0,0,18,4.3,3,0.7
3036555,92843,2019-20,S,30,66522,Orange,Garden Grove Unified,Santiago High,All,All,TA,454,438,96.5,268,61.2,65,14.8,180,41.1,0,0,0,0,0,0,0,0,0,0,11,2.4,5,1.1
3030145,92647,2019-20,S,30,66548,Orange,Huntington Beach Union High,Ocean View High,All,All,TA,286,266,93.0,127,47.7,56,21.1,93,35,0,0,0,0,9,3.1,0,0,2,0.7,6,2.1,3,1
3030368,92647,2019-20,S,30,66548,Orange,Huntington Beach Union High,Coast High,All,All,TA,86,69,80.2,5,7.2,0,0,1,1.4,5,5.8,0,0,0,0,0,0,6,7,5,5.8,1,1.2
3031895,92646,2019-20,S,30,66548,Orange,Huntington Beach Union High,Edison High,All,All,TA,506,482,95.3,228,47.3,189,39.2,193,40,0,0,0,0,22,4.3,0,0,1,0.2,0,0,1,0.2
3032158,92708,2019-20,S,30,66548,Orange,Huntington Beach Union High,Fountain Valley High,All,All,TA,867,822,94.8,504,61.3,303,36.9,353,42.9,28,3.2,0,0,5,0.6,0,0,1,0.1,6,0.7,5,0.6
3032943,92648,2019-20,S,30,66548,Orange,Huntington Beach Union High,Huntington Beach High,All,All,TA,707,692,97.9,411,59.4,247,35.7,291,42.1,6,0.8,0,0,1,0.1,0,0,3,0.4,5,0.7,0,0
3034410,92649,2019-20,S,30,66548,Orange,Huntington Beach Union High,Marina High,All,All,TA,558,535,95.9,289,54,135,25.2,199,37.2,4,0.7,0,0,1,0.2,0,0,3,0.5,10,1.8,5,0.9
3038445,92683,2019-20,S,30,66548,Orange,Huntington Beach Union High,Westminster High,All,All,TA,720,668,92.8,358,53.6,136,20.4,253,37.9,3,0.4,0,0,12,1.7,0,0,5,0.7,20,2.8,12,1.7
3033206,92651,2019-20,S,30,66555,Orange,Laguna Beach Unified,Laguna Beach High,All,All,TA,256,252,98.4,199,79,109,43.3,125,49.6,0,0,0,0,3,1.2,0,0,0,0,1,0.4,0,0
111666,92626,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Early College High,All,All,TA,50,49,98.0,38,77.6,6,12.2,16,32.7,0,0,0,0,0,0,0,0,0,0,1,2,0,0
3030186,92627,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Monte Vista High,All,All,TA,51,41,80.4,5,12.2,0,0,3,7.3,5,9.8,0,0,0,0,0,0,0,0,5,9.8,0,0
3031697,92660,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Corona del Mar High,All,All,TA,438,399,91.1,327,82,92,23.1,250,62.7,0,0,0,0,7,1.6,0,0,0,0,32,7.3,0,0
3031853,92626,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Costa Mesa High,All,All,TA,282,264,93.6,147,55.7,59,22.3,79,29.9,1,0.4,0,0,2,0.7,0,0,1,0.4,11,3.9,3,1.1
3032000,92627,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Estancia High,All,All,TA,278,246,88.5,132,53.7,49,19.9,58,23.6,0,0,0,0,20,7.2,0,0,1,0.4,7,2.5,4,1.4
3034907,92627,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Back Bay High,All,All,TA,98,47,48.0,0,0,0,0,1,2.1,1,1,0,0,0,0,0,0,0,0,35,35.7,15,15.3
3035045,92663,2019-20,S,30,66597,Orange,Newport-Mesa Unified,Newport Harbor High,All,All,TA,533,487,91.4,324,66.5,91,18.7,202,41.5,5,0.9,0,0,1,0.2,0,0,1,0.2,35,6.6,4,0.8
118174,92869,2019-20,S,30,66621,Orange,Orange Unified,OUSD Home Sch,All,All,TA,27,25,92.6,4,16,0,0,0,0,0,0,1,3.7,0,0,0,0,0,0,1,3.7,0,0
3030046,92807,2019-20,S,30,66621,Orange,Orange Unified,Canyon High,All,All,TA,512,478,93.4,257,53.8,124,25.9,194,40.6,5,1,0,0,0,0,0,0,3,0.6,26,5.1,0,0
3031952,92869,2019-20,S,30,66621,Orange,Orange Unified,El Modena High,All,All,TA,497,477,96.0,268,56.2,0,0,0,0,1,0.2,0,0,0,0,0,0,1,0.2,18,3.6,0,0
3035409,92867,2019-20,S,30,66621,Orange,Orange Unified,Orange High,All,All,TA,416,392,94.2,112,28.6,25,6.4,44,11.2,0,0,0,0,0,0,0,0,0,0,24,5.8,0,0
3038098,92861,2019-20,S,30,66621,Orange,Orange Unified,Villa Park High,All,All,TA,535,513,95.9,273,53.2,110,21.4,135,26.3,3,0.6,1,0.2,0,0,0,0,0,0,18,3.4,0,0
