NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
060192611633,0601926,Alliance Dr. Olga Mohan High,06,644 W. 17th St.,Los Angeles,CA,90015,06,06037,Los Angeles County,11,34.03678,-118.272331,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
060193410867,0601934,Alliance Judy Ivie Burton Technology Academy High,06,10101 S. BRd.way,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.944161,-118.278691,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
060193914061,0601939,Arts in Action Community Middle,06,1241 S. Soto St. Ste. 212,Los Angeles,CA,90023,06,06037,Los Angeles County,11,34.02707,-118.219931,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060194413802,0601944,Equitas Academy #3 Charter,06,1050 Beacon Ave.,Los Angeles,CA,90015,06,06037,Los Angeles County,11,34.048425,-118.275853,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060194513029,0601945,Palmdale Aerospace Academy,06,3300 E. Palmdale Blvd.,Palmdale,CA,93550,06,06037,Los Angeles County,21,34.579378,-118.068604,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0625,06036,06021,2019-2020
060194613974,0601946,Rise Kohyang High,06,600 S. Lafayette Park Pl.,Los Angeles,CA,90057,06,06037,Los Angeles County,11,34.062424,-118.282196,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060194714042,0601947,Empower Generations,06,43301 Division St. Ste. 305,Lancaster,CA,93535,06,06037,Los Angeles County,21,34.66953,-118.130871,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0625,06036,06021,2019-2020
060194813858,0601948,GOALS Academy,06,412 W. Carl Karcher Way,Anaheim,CA,92801,06,06059,Orange County,11,33.850165,-117.923254,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06069,06029,2019-2020
060195211336,0601952,Today's Fresh Start-Compton,06,4476 Crenshaw Blvd.,Los Angeles,CA,90043,06,06037,Los Angeles County,11,34.00285,-118.330201,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
060195314248,0601953,Valley International Preparatory High,06,10027 Lurline Ave.,Chatsworth,CA,91311,06,06037,Los Angeles County,11,34.25361,-118.586341,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
060195513261,0601955,Lashon Academy,06,7477 Kester Ave.,Van Nuys,CA,91405,06,06037,Los Angeles County,11,34.206437,-118.458063,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06046,06018,2019-2020
060195813902,0601958,Libertas College Preparatory Charter,06,3875 Dublin Ave.,Los Angeles,CA,90008,06,06037,Los Angeles County,11,34.01536,-118.322971,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
060195903261,0601959,Pacoima Charter Elementary,06,11016 Norris Ave.,Pacoima,CA,91331,06,06037,Los Angeles County,11,34.270359,-118.415591,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
060196012908,0601960,Animo James B. Taylor Charter Middle,06,810 E. 111th Pl.,Los Angeles,CA,90059,06,06037,Los Angeles County,11,33.935139,-118.260205,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
060196212855,0601962,Oxford Preparatory Academy - South Orange County,06,23000 Via Santa Maria,Mission Viejo,CA,92692,06,06059,Orange County,21,33.629195,-117.658375,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0645,06073,06036,2019-2020
060196514349,0601965,Soleil Academy Charter,06,3900 Agnes Ave.,Lynwood,CA,90262,06,06037,Los Angeles County,21,33.91663,-118.201771,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06063,06033,2019-2020
060196813898,0601968,Ednovate - East College Prep,06,350 S. Figueroa Ste. 200,Los Angeles,CA,90071,06,06037,Los Angeles County,11,34.053707,-118.254825,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06030,2019-2020
060197312410,0601973,Da Vinci Design,06,12501 Isis Ave.,Hawthorne,CA,90250,06,06037,Los Angeles County,21,33.919336,-118.375083,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060197414221,0601974,Vox Collegiate of Los Angeles,06,1100 W. Manchester Ave.,Los Angeles,CA,90044,06,06037,Los Angeles County,11,33.959698,-118.294189,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06059,06030,2019-2020
060200013537,0602000,Camino Nuevo High #2,06,3500 W. Temple St.,Los Angeles,CA,90004,06,06037,Los Angeles County,11,34.07647,-118.285471,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060200414117,0602004,Ednovate - Esperanza College Prep,06,319 N. Humphreys Ave.,East Los Angeles,CA,90022,06,06037,Los Angeles County,21,34.03922,-118.171921,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06051,06024,2019-2020
060200711918,0602007,Pasadena Rosebud Academy,06,3544 N. Canon Blvd.,Altadena,CA,91001,06,06037,Los Angeles County,21,34.204949,-118.135016,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06041,06025,2019-2020
060201713877,0602017,KIPP Promesa Prep,06,207 S. Dacotah St.,Los Angeles,CA,90063,06,06037,Los Angeles County,11,34.03786,-118.201731,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060201812404,0602018,Barack Obama Charter,06,13305 S. San Pedro St.,Los Angeles,CA,90061,06,06037,Los Angeles County,21,33.911106,-118.271082,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060201910853,0602019,Jardin de la Infancia,06,307 E. Seventh St.,Los Angeles,CA,90014,06,06037,Los Angeles County,11,34.042413,-118.248848,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06030,2019-2020
060202011324,0602020,KIPP Los Angeles College Preparatory,06,2810 Whittier Blvd.,Los Angeles,CA,90023,06,06037,Los Angeles County,11,34.03135,-118.209791,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060202312570,0602023,Ingenium Charter,06,22250 Elkwood St.,Canoga Park,CA,91304,06,06037,Los Angeles County,11,34.21146,-118.612001,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
060202510845,0602025,Ivy Academia,06,7353 Valley Cir. Blvd.,West Hills,CA,91304,06,06037,Los Angeles County,11,34.20623,-118.656281,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
060203213789,0602032,Global Education Academy 2,06,1717 Seventh Ave.,Los Angeles,CA,90019,06,06037,Los Angeles County,11,34.04176,-118.326661,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
060204113760,0602041,KIPP Vida Preparatory Academy,06,4410 S. Budlong Ave.,Los Angeles,CA,90037,06,06037,Los Angeles County,11,34.00339,-118.295451,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
060204314046,0602043,Ednovate - Legacy College Prep.,06,1500 17th St.,Santa Ana,CA,92705,06,06059,Orange County,11,33.759599,-117.846931,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06069,06034,2019-2020
060204514315,0602045,STEM Preparatory Elementary,06,1374 W. 35th St.,Los Angeles,CA,90007,06,06037,Los Angeles County,11,34.02433,-118.299711,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
060204813719,0602048,Grace Hopper STEM Academy,06,601 Grace Ave.,Inglewood,CA,90301,06,06037,Los Angeles County,21,33.969089,-118.346054,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060205012708,0602050,Citizens of the World Charter School Hollywood,06,1316 N. Bronson Ave.,Los Angeles,CA,90028,06,06037,Los Angeles County,11,34.0948,-118.316841,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06050,06024,2019-2020
060205113076,0602051,Samueli Academy,06,1901 N. Fairview St.,Santa Ana,CA,92706,06,06059,Orange County,11,33.76213,-117.902711,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06069,06034,2019-2020
060205208504,0602052,Animo Leadership High,06,11044 S. Freeman Ave.,Inglewood,CA,90301,06,06037,Los Angeles County,21,33.934767,-118.347984,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060205613002,0602056,KIPP Philosophers Academy,06,8300 S. Central Ave.,Los Angeles,CA,90001,06,06037,Los Angeles County,21,33.96348,-118.256071,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06033,2019-2020
060206013037,0602060,iLEAD Lancaster Charter,06,254 E. Ave. K-4,Lancaster,CA,93535,06,06037,Los Angeles County,21,34.671038,-118.126349,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0625,06036,06021,2019-2020
060206314249,0602063,Ingenium Clarion Charter Middle,06,13305 S. San Pedro St.,Los Angeles,CA,90061,06,06037,Los Angeles County,21,33.911106,-118.271082,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060206612576,0602066,Children of Promise Preparatory Academy,06,3130 W. 111th Pl.,Inglewood,CA,90303,06,06037,Los Angeles County,21,33.933664,-118.327667,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060207411929,0602074,Aveson School of Leaders,06,1919 E. Pinecrest Dr.,Altadena,CA,91001,06,06037,Los Angeles County,21,34.191976,-118.111955,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06041,06025,2019-2020
060207608718,0602076,Environmental Charter High,06,16315 Grevillea Ave.,Lawndale,CA,90260,06,06037,Los Angeles County,21,33.882012,-118.355264,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060207712805,0602077,Camino Nuevo Elementary School #3,06,1723 Cordova St.,Los Angeles,CA,90007,06,06037,Los Angeles County,11,34.039275,-118.295534,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060207812276,0602078,Synergy Kinetic Academy,06,1420 E. Adams Blvd.,Los Angeles,CA,90011,06,06037,Los Angeles County,11,34.01529,-118.248301,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06030,2019-2020
060208008542,0602080,Journey,06,27102 Foxborough,Aliso Viejo,CA,92656,06,06059,Orange County,21,33.57033,-117.718132,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0648,06073,06036,2019-2020
060208213750,0602082,PUC Inspire Charter Academy,06,12550 Van Nuys Blvd.,Pacoima,CA,91331,06,06037,Los Angeles County,11,34.27668,-118.405691,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
060208312699,0602083,University Preparatory Value High,06,1929 W. Pico Blvd.,Los Angeles,CA,90006,06,06037,Los Angeles County,11,34.04683,-118.280821,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060208513756,0602085,Everest Value,06,668 S. Catalina St.,Los Angeles,CA,90005,06,06037,Los Angeles County,11,34.06107,-118.295041,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060208614317,0602086,Ingenium Wings Independent Study - Compton,06,400 S. Santa Fe Ave.,Compton,CA,90221,06,06037,Los Angeles County,21,33.89323,-118.215461,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060209014271,0602090,Learning by Design Charter,06,7019 S. Van Ness Ave.,Los Angeles,CA,90047,06,06037,Los Angeles County,11,33.975676,-118.318058,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06062,06030,2019-2020
060209212248,0602092,Alain Leroy Locke College Preparatory Academy,06,325 E. 111th St.,Los Angeles,CA,90061,06,06037,Los Angeles County,11,33.93455,-118.268331,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06064,06030,2019-2020
060209310852,0602093,Bert Corona Charter,06,9400 Remick Ave.,Pacoima,CA,91331,06,06037,Los Angeles County,11,34.241122,-118.415898,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
060209614036,0602096,Animo Florence-Firestone Charter Middle,06,155 W. 69th St.,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.97819,-118.276091,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06030,2019-2020
060209911856,0602099,Ivy Bound Acad of Math Sci and Tech Charter Mid,06,15355 Morrison St.,Sherman Oaks,CA,91403,06,06037,Los Angeles County,11,34.16129,-118.468571,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06046,06018,2019-2020
060210211657,0602102,PUC Excel Charter Academy,06,1855 N. Main St.,Los Angeles,CA,90031,06,06037,Los Angeles County,11,34.06661,-118.219813,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
060210512631,0602105,Animo Westside Charter Middle,06,5456 McConnell Ave.,Los Angeles,CA,90066,06,06037,Los Angeles County,11,33.9776,-118.418711,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06026,2019-2020
060211112044,0602111,Center for Advanced Learning,06,4016 S. Central Ave.,Los Angeles,CA,90011,06,06037,Los Angeles County,11,34.01066,-118.255961,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06033,2019-2020
060211314191,0602113,Unity Middle College High,06,1937 W. Chapman Ave.,Orange,CA,92868,06,06059,Orange County,12,33.78881,-117.873791,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06068,06037,2019-2020
060211413742,0602114,Clemente Charter,06,5701 Fishburn Ave.,Maywood,CA,90270,06,06037,Los Angeles County,21,33.98941,-118.191151,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06063,06033,2019-2020
060211613897,0602116,Bert Corona Charter High,06,12513 Gain St.,Pacoima,CA,91331,06,06037,Los Angeles County,11,34.271399,-118.404494,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
060211912567,0602119,Alliance Cindy and Bill Simon Technology Academy High,06,10720 S. Wilmington Ave.,Los Angeles,CA,90059,06,06037,Los Angeles County,11,33.938635,-118.23874,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060212603000,0602126,Fenton Avenue Charter,06,11828 Gain St.,Lake View Terrace,CA,91342,06,06037,Los Angeles County,11,34.280228,-118.390582,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
060212813970,0602128,Equitas Academy 4,06,631 S. Commonwealth Ave.,Los Angeles,CA,90005,06,06037,Los Angeles County,11,34.058958,-118.281717,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060213011223,0602130,Edward B. Cole Academy,06,333 E. Walnut St.,Santa Ana,CA,92701,06,06059,Orange County,11,33.74495,-117.863941,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0646,06069,06034,2019-2020
060213111337,0602131,Central City Value,06,221 N. W.moreland Ave.,Los Angeles,CA,90004,06,06037,Los Angeles County,11,34.07509,-118.288621,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060213512869,0602135,PUC Early College Academy for Leaders and Scholars (ECALS),06,2050 San Fernando Rd.,Los Angeles,CA,90065,06,06037,Los Angeles County,11,34.102557,-118.239019,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06051,06024,2019-2020
060213712191,0602137,Santa Clarita Valley International,06,28060 Hasley Canyon Rd. Ste. 200,Castaic,CA,91384,06,06037,Los Angeles County,21,34.450486,-118.624615,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0625,06038,06021,2019-2020
060213912474,0602139,Alliance College-Ready Middle Academy 5,06,211 S. Ave. 20,Los Angeles,CA,90031,06,06037,Los Angeles County,11,34.072208,-118.220433,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
060214012717,0602140,KIPP Empower Academy,06,8466 S. Figueroa St.,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.96174,-118.282181,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06059,06030,2019-2020
060214213657,0602142,KIPP Iluminar Academy,06,4800 E. Cesar Chavez Ave.,Los Angeles,CA,90022,06,06037,Los Angeles County,21,34.04029,-118.161383,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06051,06024,2019-2020
060214310866,0602143,Gabriella Charter,06,1435 Logan St.,Los Angeles,CA,90026,06,06037,Los Angeles County,11,34.079534,-118.257459,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0628,06051,06024,2019-2020
060214510838,0602145,N.E.W. Academy Canoga Park,06,21425 Cohasset St.,Canoga Park,CA,91303,06,06037,Los Angeles County,11,34.206659,-118.598059,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06045,06027,2019-2020
060214612416,0602146,Today's Fresh Start Charter School Inglewood,06,3405 W. Imperial Hwy.,Inglewood,CA,90303,06,06037,Los Angeles County,21,33.93138,-118.332111,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060215413004,0602154,KIPP Scholar Academy,06,1729 W. MLK Jr. Blvd.,Los Angeles,CA,90062,06,06037,Los Angeles County,11,34.011172,-118.310075,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
060217414324,0602174,iLead Agua Dulce,06,11311 Frascati St.,Agua Dulce,CA,91390,06,06037,Los Angeles County,41,34.4882,-118.331981,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0625,06038,06021,2019-2020
060217610851,0602176,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,06,2023 S. Union Ave.,Los Angeles,CA,90007,06,06037,Los Angeles County,11,34.03659,-118.283101,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06059,06030,2019-2020
060217812215,0602178,Goethe International Charter,06,12500 Braddock Dr.,Los Angeles,CA,90066,06,06037,Los Angeles County,11,33.98708,-118.419309,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06062,06026,2019-2020
060218011207,0602180,School of Arts and Enterprise,06,295 N. Garey Ave.,Pomona,CA,91767,06,06037,Los Angeles County,21,34.06019,-117.750591,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0635,06052,06020,2019-2020
060218112028,0602181,Aveson Global Leadership Academy,06,575 W. Altadena Dr.,Altadena,CA,91001,06,06037,Los Angeles County,21,34.1985,-118.158441,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06041,06025,2019-2020
060218208027,0602182,PUC Comm Charter Mid and PUC Comm Charter Early College High,06,11500 Eldridge Ave.,Lake View Terrace,CA,91342,06,06037,Los Angeles County,11,34.27994,-118.382161,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0629,06039,06018,2019-2020
060218613088,0602186,Citizens of the World Charter School Mar Vista,06,11561 Gateway Blvd.,Los Angeles,CA,90064,06,06037,Los Angeles County,11,34.031977,-118.442633,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
060218714269,0602187,Animo Compton Charter,06,13305 S. San Pedro St.,Los Angeles,CA,90061,06,06037,Los Angeles County,21,33.911106,-118.271082,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060218912616,0602189,Para Los Ni?os - Evelyn Thurman Gratts Primary,06,474 S. Hartford Ave.,Los Angeles,CA,90017,06,06037,Los Angeles County,11,34.056079,-118.264098,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06053,06024,2019-2020
060219012817,0602190,Alliance Susan and Eric Smidt Technology High,06,211 S. Ave. 20,Los Angeles,CA,90031,06,06037,Los Angeles County,11,34.072208,-118.220433,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0634,06051,06024,2019-2020
060219412010,0602194,Magnolia Science Academy 3,06,1254 E. Helmick St.,Carson,CA,90746,06,06037,Los Angeles County,13,33.85017,-118.251221,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060219513732,0602195,New Opportunities Charter,06,110 S. La Brea Ave.,Inglewood,CA,90301,06,06037,Los Angeles County,21,33.96271,-118.352651,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060219612950,0602196,Aspire Slauson Academy Charter,06,123 W. 59th St.,Los Angeles,CA,90003,06,06037,Los Angeles County,11,33.98717,-118.274751,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06059,06030,2019-2020
060219912650,0602199,Life Source International Charter,06,44339 Beech Ave.,Lancaster,CA,93534,06,06037,Los Angeles County,21,34.6883,-118.137501,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0625,06036,06021,2019-2020
060220013471,0602200,Intellectual Virtues Academy of Long Beach,06,3601 Linden Ave.,Long Beach,CA,90807,06,06037,Los Angeles County,11,33.82301,-118.187241,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0647,06070,06033,2019-2020
060220212622,0602202,TEACH Academy of Technologies,06,10045 S. W.ern Ave.,Los Angeles,CA,90047,06,06037,Los Angeles County,11,33.94402,-118.309361,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06030,2019-2020
060220512322,0602205,Magnolia Science Academy 6,06,3754 Dunn Dr.,Los Angeles,CA,90034,06,06037,Los Angeles County,11,34.02431,-118.400131,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06054,06030,2019-2020
060220603050,0602206,Granada Hills Charter,06,10535 Zelzah Ave.,Granada Hills,CA,91344,06,06037,Los Angeles County,11,34.261475,-118.52446,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0630,06038,06018,2019-2020
060221014050,0602210,Kinetic Academy,06,721 Utica Ave.,Huntington Beach,CA,92648,06,06059,Orange County,21,33.67632,-117.989891,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0648,06074,06037,2019-2020
060221314196,0602213,WISH Community,06,6550 W. 80th St.,Los Angeles,CA,90045,06,06037,Los Angeles County,11,33.96773,-118.403931,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06026,2019-2020
060221514355,0602215,Da Vinci RISE High,06,201 N. Douglas St.,El Segundo,CA,90245,06,06037,Los Angeles County,21,33.908911,-118.377805,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0643,06062,06035,2019-2020
060221813348,0602218,PREPA TEC - Los Angeles,06,2665 Clarendon Ave.,Huntington Park,CA,90255,06,06037,Los Angeles County,21,33.98381,-118.223501,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0640,06053,06033,2019-2020
060221911640,0602219,Animo Watts College Preparatory Academy,06,12628 Avalon Blvd.,Los Angeles,CA,90061,06,06037,Los Angeles County,21,33.91795,-118.264861,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0644,06064,06035,2019-2020
060222610833,0602226,Ocean Charter,06,12606 Culver Blvd.,Los Angeles,CA,90066,06,06037,Los Angeles County,11,33.98697,-118.423501,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0637,06062,06026,2019-2020
