RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021
96013,2856,90032,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,154343,154631,154957,155541,155749,155741,155865,156438,157081,157316,156899,156232,155035,154216,153620,153686,154054,154350,154685,154330,153767,153467,154163,155475,157530,158850,159568,158936,158603,158416,157751,157377,157446,158112,158467,158330,158211,158467,158778,159882,160658,162441,164521,166331,167612,168544,169615,170728,171853,173067,174724,176137,177750,178794,179933,181085,181921,182712,183576,184595,185250,186029,186914,187978,188510,188777,188881,189619,190923,192552,194046,195728,198088,200533,202726,205256,208220,211700,214686,217467,219980,223233,227073,231178,234482,237526,241301,244441,247985,251163,256618,262000,268149,272480,277623,282328,288518,294632,300960,308637,317265,326136,333876,341522,349815,358940,366944,375571,382845,391918,399756,408013,414571,422108,429567,437862,446399,456037,463611,469900,475991,481441,487429,491570,496939,501618,506519,510518,511071,510496,511290,513873,515569,515454,514957,515828,515749,515169,513032,509775,505085,498988,492856,486793,480625,473677,463115,450775,437754,427081,415314,402855,393256,385433,377595,365658,356002,349005,346160,342710,339407,334909,331192,330132,328767,327633,326665,327627,327152,323411,319543,316851,316515,312657,310564,307171,305085,302955,299396,298355,297118,298414,298461,297933,294867,295251,294415,294480,292541,290200,290667,289850,290783,290388,291004,292295,295646,298296,301878,304560,309742,315349,319724,324918,327953,334436,339787,348120,353433,360433,366320,374057,379847,384732,389075,391510,394667,394454,395998,394894,397010,398510,402417,403816,404426,404854,407163,410285,415611,421591,427293,429663,431348,432016,431825,433158,435956,440960,445497,452010,456806,461878,465975,473296,479478,486488,492137,497758,504325,510526,514773,516985,519835,523300,527518,532993,539708,545700,550539,555773,560842,566266,575135,584973,593683,600783,606589,610435,615703,621410,630507,637261,642179,642863,641732,639622,639243,637145,634753,635155,640057,647113,648513,646860,644370,644882,646986,651069,655761,661474,668336,674530,675587,675073,677757,684162,692322,700359,707328,713108,717842,723225
96325,2890,91206,Zip,CA,CA,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles County,262377,262677,263116,263430,263697,263733,263975,263591,262990,262494,262566,262625,262190,261390,260792,261606,263056,264746,266545,269582,273064,276373,278436,281346,285081,289886,293835,296642,298535,300771,302329,304225,306368,309159,312928,315496,318079,320065,322515,324660,327312,330416,334583,337103,339351,341088,343258,345525,348348,350660,353349,356084,359223,361955,364178,366546,369035,371334,373867,376072,377900,379770,382039,385292,387907,390936,392527,395646,397890,401712,404862,409125,412664,417480,421777,426458,431027,436252,443212,449348,456044,462305,469370,476007,482441,488085,494693,500207,505895,510382,517263,525853,534641,541295,549475,558959,571419,582659,593543,606184,621351,636381,648368,658125,670495,683079,693434,701727,707796,717838,727261,737215,743547,751668,760704,771278,780847,792653,801930,811005,819211,824501,830849,833339,839620,843284,847059,848631,845717,843576,842260,841209,836423,831390,827498,827581,825646,823973,820900,815953,810310,801426,794347,790722,789456,786012,775736,761412,744367,731444,716332,705528,696597,690339,681820,665183,653792,647611,646378,645581,646258,645717,648284,649878,654301,656184,661184,669978,674212,673083,672839,674185,678990,676257,673912,669442,663317,657862,649916,646890,644987,645054,643513,640499,634180,634115,634090,638817,642570,646056,649403,647775,647438,647106,647932,649741,652965,657202,660815,660210,661331,666412,674046,686472,694390,706927,716326,730299,741253,752863,764606,781194,794282,801859,804948,804664,808122,806414,809139,808389,811054,810529,814006,810864,810629,809450,816487,822581,830539,838133,846233,849959,856379,862787,867054,871677,876568,885755,892629,902721,909338,916571,920039,928036,931150,936405,938329,945063,951261,958875,961474,963642,967366,971568,976889,981192,990153,996788,1002912,1008462,1015419,1022668,1032593,1041813,1050539,1059720,1069082,1079019,1086713,1095741,1106577,1112277,1113677,1110732,1110147,1108842,1109964,1106818,1103398,1101288,1106572,1115982,1113848,1108589,1101940,1104658,1109439,1117878,1125715,1135742,1145862,1156538,1160989,1162446,1172468,1187783,1206385,1220194,1230961,1239631,1248067,1257488
96241,2899,90807,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,168787,168722,168913,169437,169970,170437,170889,171430,171626,171544,171380,171319,170665,170250,170021,170056,170168,170361,171194,171964,173224,174690,176252,178040,180529,183362,185715,187415,188947,190365,190879,192061,193733,195972,197987,199468,201371,203186,205219,207266,209519,212522,215389,216646,217040,217427,219148,221047,222980,224451,226334,228402,230584,232423,234607,237312,240120,242280,243900,245674,247250,249300,250988,252789,253981,255430,257004,259068,261253,264270,267112,269743,271902,274476,277753,282135,286784,291816,296444,301334,306188,311407,317327,323899,330348,335871,341368,345495,350266,353536,358861,365018,371736,377249,383367,390111,398429,406024,414023,423233,434153,445828,456154,464409,473577,481861,489236,495075,500558,509188,516928,525246,530219,535777,541559,548621,556324,566221,573798,580333,584770,588383,593254,595425,599595,602618,604978,606499,603105,599592,596312,595575,593729,590290,585504,583583,580550,577116,572238,565788,559732,551051,544277,538082,533579,527146,517141,503889,490580,478673,467899,458404,451314,445250,438267,427957,421474,417963,416956,415369,413556,414974,417028,422151,426275,432384,437638,444551,445501,445156,447463,453777,462648,464298,464906,463016,462613,460813,458369,456361,456606,457217,455589,452381,446874,445351,444451,442375,439371,435703,436093,436304,437469,436871,435959,434863,435726,437040,438744,440815,443759,449652,453839,460079,463522,472187,481518,492914,501581,509285,517533,528238,537815,541982,544478,543836,547221,545927,546474,545575,546444,547200,550414,548094,546377,544004,547250,550825,554829,559213,562295,562524,564139,566630,567700,571252,573659,579615,582635,588164,590830,594212,596408,601950,605503,608940,609737,613030,618395,624416,627895,629975,633393,636234,639596,641898,646438,650263,653322,655434,656298,658257,662374,666810,670785,675713,681042,685140,687482,689215,692167,692807,692406,691137,690027,688873,688385,684659,680114,677711,680701,685987,684631,682098,680198,682213,684988,688764,694477,700701,707442,713119,716140,718206,725498,735422,746049,754389,762110,769554,775731,783747
97025,2919,92806,Zip,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County,187215,188003,187807,187494,186600,185806,185219,184739,184266,184213,183990,184510,184818,184205,183835,183968,185445,186906,188175,188915,189969,190468,191683,191984,193160,194808,196901,198833,200022,201292,202875,205589,208005,210476,212186,213978,215469,216812,218206,219658,221433,223391,225013,226308,227846,229943,232663,235560,237610,240008,242242,244938,247239,249696,252256,254445,256342,258551,260878,263623,266333,269135,271717,274692,277331,279569,281696,284221,287609,290669,293351,295918,298809,301772,304847,307854,311650,316229,321631,327150,331899,336421,341200,346728,352175,357494,361865,367186,372337,377257,381988,387806,395806,404494,414539,422172,430413,440115,452300,464025,476335,490504,503941,514730,522072,529865,536512,545041,553780,560673,568570,574957,582415,586094,592940,599980,609626,615841,621397,628721,633802,639456,640852,645799,649135,652361,651974,653955,654451,655338,652304,648940,649109,650215,649867,646615,642091,639466,632350,622959,608754,597210,589522,579259,566968,549410,537855,522263,508110,493381,483560,474202,467613,460619,451427,442743,434578,432429,427671,424533,421868,419000,417870,416623,418330,420680,426357,430437,432364,430806,430019,433682,436472,438225,435189,434395,432812,430438,425168,422104,421827,422416,421254,417321,412656,411262,411872,410607,406526,403067,401945,401108,398524,395829,395791,396490,398901,398885,401667,406126,412266,418165,422532,427105,435019,444496,454893,464185,474149,484066,490245,494454,498703,503422,509689,515572,518386,519462,516780,516262,514444,514806,515549,516855,518873,520578,522318,523469,525053,528204,531921,536257,538514,541467,544761,549165,553758,558180,560644,564140,567135,570664,573704,574762,578511,579941,584351,588269,590522,591807,594824,597642,602159,603751,607368,610076,613256,617109,618610,619060,620299,622611,626231,630147,633383,637013,639263,643377,646357,650212,651679,652433,651924,653099,653280,652840,650054,648584,647379,648103,651405,655142,659653,661559,665640,667708,669871,670449,674643,679311,684512,687396,689090,690419,693253,699312,704696,711167,718257,727420,735611,743512
97039,2948,92831,Zip,CA,CA,Fullerton,Los Angeles-Long Beach-Anaheim,Orange County,223467,224174,224251,224698,224770,224874,224908,225095,225324,225921,226258,227168,227744,227715,228146,228670,230069,231243,232540,233593,235081,236122,237793,238725,240706,243310,245670,247984,249877,252255,255020,258380,261013,263595,265563,267645,269291,270620,272240,273577,275186,277144,278655,279469,280721,282542,285580,288867,291512,294554,297984,302361,305950,308947,312117,315678,318960,322350,325095,327976,330873,334068,336759,339365,342013,344565,347149,349771,353519,357091,360069,363505,367562,372059,376291,380338,384991,390886,397278,403654,408668,413765,420205,428693,437888,446064,451356,456327,460799,464651,468889,474897,484109,493601,503519,505716,504654,504828,512496,523277,535242,549429,562223,571269,575232,579386,583029,591797,603340,613412,622266,629101,637307,640980,647622,654958,666287,674282,681642,691222,698059,705755,708441,713003,714479,716096,714340,715186,714689,716198,712573,708188,707213,707783,706444,701085,694221,689017,680065,669260,654247,642728,637270,628910,618734,601535,591895,578686,569065,558944,554028,549112,545465,538484,528424,519500,511748,510843,506787,505448,503325,501133,499645,498154,501106,504487,509458,511967,512947,511216,509013,510938,512520,513066,509080,506234,501810,496681,489948,485931,484685,483989,482835,478843,473015,469622,468393,467210,463347,461048,460799,461335,457875,454480,452361,452095,454181,456238,461876,467449,474259,480033,484658,489143,498272,508905,521781,532094,543621,553455,557268,561441,565433,571579,577211,582676,586555,588542,586346,586214,584079,583168,583072,581992,583204,584483,588804,591313,592827,594433,597423,600849,602312,605084,609185,614835,620058,623753,624982,628775,631225,635058,637350,638882,643027,644191,648542,650532,650651,649534,650887,651650,655539,657013,660622,662833,665382,669938,671809,674226,678163,683315,688400,693219,695951,699266,701207,705090,708515,712044,712024,710847,707498,707700,707420,706327,703832,701232,699470,698907,701251,703525,706545,707000,709902,710632,710857,710723,713753,718351,723045,726133,727522,729143,732922,739848,746285,753162,761275,770865,779770,788370
96014,2956,90033,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,130227,129743,129867,129702,129774,129905,130088,130049,129551,129245,129497,129518,129324,129730,130134,131072,131378,131636,131685,132303,133802,135220,135219,135683,135942,135829,134651,133103,132449,131795,131489,131171,130872,130279,130682,130863,132152,133441,135495,137189,138391,139958,141670,142652,142706,143023,143551,144142,143978,143978,144216,144587,145432,145690,145678,145613,146437,147368,148384,149554,150850,152105,152863,153916,154463,156324,158141,160596,162033,163617,164735,165613,166587,168097,170013,172308,173976,175182,176246,177562,179602,181942,185071,188772,192169,194859,197214,198587,201222,203628,207503,210733,213458,215387,217827,220717,224560,228486,233062,238692,245143,251349,256201,260497,266810,273278,279066,283394,287560,293567,299723,306393,312025,318347,325832,335024,344536,354812,363207,371194,378330,383889,389970,395307,401504,406311,410789,414906,416412,417395,419442,422937,425175,426783,428021,430689,432456,434277,433309,430340,426431,421969,417572,412103,407065,401523,393822,383882,372582,363527,356364,350281,344482,337668,329453,320701,314565,309773,305316,299450,294533,288724,282713,277544,273867,272040,271728,271740,269739,266891,265470,265509,265241,262113,258597,253827,249414,244477,240079,237059,235427,234091,231786,229738,227387,228061,229316,231864,232959,233522,234804,235446,234705,233011,232068,231519,232868,233858,236047,237873,241192,246473,249822,253792,257667,264097,270061,277279,283823,292074,299010,306743,311841,314572,317212,319492,323014,324682,327974,330376,331809,330280,330393,329410,330726,331848,335541,339361,343707,348002,350885,351243,352873,355581,357773,359100,361107,364939,368524,372304,375241,379729,383654,390350,395308,400204,403228,408042,412614,417042,419474,422245,426984,430352,434118,436097,439732,443513,447974,453528,458515,463495,468496,473000,475791,480767,485159,489486,493786,499685,508505,513279,516037,516516,519719,521648,522633,517797,517155,519524,526581,529191,524778,519352,516842,520717,524881,530068,534809,542699,548370,553026,552789,555068,561120,569563,576671,579556,580481,580958,582324,583465
96044,2959,90063,Zip,CA,CA,East Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,126711,126710,126858,127095,127301,127492,127731,128039,128332,128388,128259,127996,127528,127497,127726,128122,128276,128040,128170,128242,128344,128586,128884,129770,130785,131355,131064,130576,130980,131909,131953,132050,132327,133027,133950,134110,134640,135102,135950,136739,136337,136459,137093,137535,137499,137212,137233,137450,137436,137814,138454,139148,140459,141162,142045,142943,144209,145196,145925,146804,147576,148192,148843,149532,150255,151347,152252,153298,153962,155183,156460,157787,159242,160702,161984,163790,165279,167131,168708,169936,171291,173093,175705,178447,180750,183144,185861,187656,189850,191604,194478,197799,201075,203298,205428,207806,211407,214740,218563,223318,229145,234463,239084,243564,249513,256124,262335,268161,273622,280663,287364,294295,300046,306831,315100,324300,333974,343738,351858,359402,365865,371474,377292,382936,389343,395544,400392,404664,405862,407182,409136,411976,413359,414031,414752,416508,417756,417744,416044,412847,409145,405265,401636,396589,390983,384192,375985,366532,355559,346817,338568,331678,325223,317039,308514,300087,296251,293100,289380,283729,278580,273337,268241,263428,259527,257388,256425,256472,254206,251613,249775,248928,249082,246485,244160,240700,238419,236285,233799,231080,229022,227715,226797,225959,224704,225607,227177,228896,229316,228575,229031,229495,229546,228896,228212,228580,229665,231225,233031,236123,239545,244940,248481,252943,256461,262272,269048,276596,283092,288881,294069,299446,303513,305468,307908,309945,313434,314751,315654,316581,317825,319204,320741,321309,324048,327546,332103,335480,339189,342939,346207,346641,348680,350601,353259,355556,357768,360313,362957,367164,370274,374118,377416,383530,387983,392875,396873,401573,405878,409651,411657,412983,415856,418568,421702,423373,426207,429219,431921,433864,435447,437425,442150,447249,451653,456102,460766,465243,469298,472657,477689,483250,487623,490904,493197,495577,497831,497408,497662,499807,504348,508589,506294,502465,499941,503494,507728,511175,514440,519329,524873,529117,531198,533810,540777,548829,556532,559879,562563,565808,569443,573256
95982,2973,90001,Zip,CA,CA,Florence-Graham,Los Angeles-Long Beach-Anaheim,Los Angeles County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237741,235164,230997,223618,215729,209735,205409,202098,200168,198498,197888,197586,196814,194846,193505,194337,196620,197760,196525,195666,195215,195588,195372,194599,195014,196063,197873,197305,196986,196165,197572,198004,197096,195349,192958,191696,190800,191093,191766,192643,193768,196525,199011,201083,200749,201346,204036,208045,211818,214056,217577,221392,225880,228334,231391,234816,241487,247105,251209,253836,255971,258686,259229,259942,260360,262333,264302,266882,267584,268468,268730,270081,271427,273821,276701,279843,281564,283633,285032,286482,287823,289435,291840,294712,298961,302133,305659,307654,310896,313204,316188,317612,320443,323897,328640,331441,333146,335335,337224,340634,343578,347516,349850,353214,355976,358622,359969,362647,365574,368583,371913,375153,378039,379569,382069,383811,385145,386208,388091,389546,390575,391697,392430,393020,395575,400208,405322,407442,408285,408103,409858,411125,414024,417084,421931,426107,428554,430074,431239,435176,440599,447145,452121,457636,462180,466729,470278
96240,2982,90806,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,133553,133505,133484,133367,133317,133242,133482,133452,133445,133205,133299,133457,133153,132816,132471,132835,133100,133479,133737,134617,135459,136523,137049,137835,139131,140627,142146,142911,143869,144619,145050,145459,146178,147170,148354,149193,150562,151956,153349,154816,156150,158167,160114,161411,162431,163759,165501,167020,168228,169243,170637,172007,173728,174992,176292,177788,179532,180955,182449,184093,185728,187495,188912,190439,191533,193158,194908,197291,199276,201421,203184,205426,207746,210468,213640,217647,221474,225218,228592,232079,235710,239780,244354,248842,253155,256893,260774,263624,267373,270645,276175,281613,287707,292482,298449,304523,311386,318134,325838,335363,346273,356753,365205,372678,380679,389588,396544,403411,409066,417267,423732,429775,433182,439195,446056,454323,462197,471056,478426,484865,491149,495701,501303,505169,511286,514935,517926,519441,518694,517133,516409,517780,517975,517080,514886,514594,513215,511397,507672,501841,494652,485498,478146,469693,462850,453447,442154,427864,412719,398574,385466,373831,366758,360561,353458,341887,333676,328496,325932,322209,318772,317517,317019,320129,320532,322801,323961,329945,330080,329825,329477,333395,338229,338925,339490,337899,336453,333081,330328,328333,329343,329708,329564,328102,326144,325745,325225,323069,321664,320402,321199,319763,318019,316086,314722,313877,313783,314705,315739,316881,318725,321934,324876,330040,334964,342805,349630,356984,362861,369130,376111,385067,392323,397386,400646,402047,404112,403470,404564,404967,406508,406711,407818,407286,407536,407054,408624,410635,413871,417484,420174,420832,422151,424893,427062,429672,431920,437026,441710,447548,451345,455344,458844,464478,468343,470788,471177,472606,475907,479719,482549,484086,486618,488478,491055,492673,496363,500556,506669,512192,516249,517771,520893,524761,529866,535448,540771,545065,548661,551885,554722,555996,556204,557111,556606,555751,553696,550261,547271,548028,552679,558135,558205,558664,560814,565243,568965,573095,576568,581281,584983,588681,589027,589241,594062,599971,605823,610558,616676,622976,630664,638671
96523,3015,91790,Zip,CA,CA,West Covina,Los Angeles-Long Beach-Anaheim,Los Angeles County,154542,154907,155240,155846,156352,156758,157220,157342,157310,157078,157015,156948,156357,155604,155046,155051,155165,155284,155568,156500,157408,158450,159061,159824,161172,162869,164196,164861,165478,166098,166116,166021,166580,167450,168477,169365,170530,171563,172542,173466,174420,175884,177845,179281,180106,180865,182187,183305,184451,185471,187089,188764,190670,192279,193772,195338,197096,198523,199918,201200,202427,203747,205143,206873,208414,210371,211843,213733,215291,217816,220222,223310,226328,229739,232733,235930,238870,241947,245675,249672,254033,258399,262996,267325,270990,274145,278332,282221,286863,290568,295300,299807,304613,308186,312994,318081,324978,331484,337702,344843,353252,362225,370286,378053,386579,394976,401605,408008,413324,421064,428205,435464,440232,445890,452406,459856,467830,476895,484532,490947,496751,501593,507478,511848,518027,522678,526752,530151,530126,530156,530289,532450,532571,531028,528081,527595,526386,524864,521022,515269,508967,500865,494142,487090,481309,474164,464643,451832,437589,424708,412509,402423,394966,389201,381808,371414,363387,358246,355288,352107,349418,348417,348510,349202,348413,347182,348262,351635,353054,351892,352358,354067,358139,356454,354992,351913,351033,350235,347716,346033,344778,344888,342253,339759,334499,333569,331743,330426,327524,324640,323801,321665,319608,317401,316791,316684,318364,319934,322235,324278,327305,331103,334140,339108,343637,350533,357256,365539,372238,378980,385557,394035,400921,406357,410849,414029,418026,419204,421209,421337,422603,423231,424825,425094,426069,427453,430045,432618,435999,439717,442739,443969,446549,449260,452226,454182,456630,459162,461919,465587,467646,470177,471889,476199,478482,481039,482108,485188,488647,492892,495045,496692,499228,501510,503929,505155,508438,511603,515476,518515,521019,522775,526657,530743,534911,539487,544421,549241,552857,555965,557724,557853,557792,558048,558631,557852,557019,553664,550536,549764,552258,555895,556139,555565,554468,555427,556566,559871,563005,568534,573883,579090,581031,582584,587548,594254,601790,607913,613492,618149,623178,627786
96961,3026,92629,Zip,CA,CA,Dana Point,Los Angeles-Long Beach-Anaheim,Orange County,338206,339545,339817,340748,341174,341274,341172,341322,341944,343307,343855,345126,346575,347228,348547,349513,352078,355020,358530,361527,364965,367598,372056,375900,380422,385586,390657,396864,402169,408182,414434,422023,428068,433970,438755,443414,447793,451732,455980,459148,462175,465467,468678,470818,473657,477239,482423,487697,491313,495486,499862,506620,513193,520308,526389,532961,538424,545191,550781,557588,563801,571202,576952,582550,586386,588895,591667,594351,600183,604324,609068,613795,620703,626615,632959,637389,643614,651126,661576,672626,681478,690351,699284,710689,722624,734340,742204,750993,759462,768217,775650,784857,797512,810615,825612,830988,832567,836230,848765,865813,884157,905077,923809,936916,944166,952465,959648,973176,989346,1002176,1017071,1027622,1040363,1044390,1053539,1062687,1076786,1085169,1092376,1102806,1111353,1122968,1125276,1131265,1133130,1137513,1135178,1138019,1138373,1143118,1141184,1137779,1139565,1141463,1140404,1131761,1121773,1113501,1099770,1082774,1060320,1043414,1034059,1023494,1009749,987074,974020,958020,943875,929071,923435,922127,924977,918929,908097,894399,879738,871866,860031,852861,848454,846224,845286,840080,835051,834140,835470,837459,836174,834175,832880,836615,837361,833630,823596,814456,808047,800056,791737,784540,784020,784856,783633,778002,770000,765794,763180,762813,758916,757522,756571,756073,750078,743653,739898,738893,741895,746255,754944,762560,770232,775949,782380,789732,803700,819058,837862,853907,871640,885413,893530,903493,914061,926249,934538,942884,947380,949492,944533,941540,934838,931750,930431,927599,928077,927033,931609,933886,938311,944292,951957,959538,964788,970233,976818,983018,988582,995630,1000055,1007777,1009904,1013648,1015823,1018437,1024274,1027543,1035146,1041213,1044217,1043738,1047001,1049312,1057242,1060709,1067468,1070594,1076840,1083036,1084690,1085932,1090298,1097011,1103188,1110253,1115314,1120834,1122442,1126940,1127861,1133045,1130564,1128666,1121767,1124047,1126773,1128487,1125963,1123529,1122694,1125799,1131913,1136679,1143132,1145243,1152125,1152132,1148977,1142126,1142078,1146348,1151958,1153263,1153231,1153120,1157044,1165105,1172350,1181148,1193257,1209782,1224715,1237909
96522,3050,91789,Zip,CA,CA,Walnut,Los Angeles-Long Beach-Anaheim,Los Angeles County,242556,242508,242667,242764,242906,243075,243662,243886,243785,243180,242914,242561,241504,240435,239555,239841,240138,240596,240912,242026,243357,245232,246434,248250,250747,253964,256640,258267,259867,260856,261151,261485,262952,264992,267378,269169,271736,273870,276138,277907,279633,282604,286093,288703,290006,291140,292966,294606,296165,297325,299289,301330,303988,305998,308035,310148,312604,314729,317174,319893,322263,324572,326600,329556,331985,334798,336922,339829,342474,345943,348429,351243,353905,357734,361712,365940,370152,374988,380476,385645,390962,396438,402951,409147,414701,419288,424500,428681,433161,436186,441538,447830,454835,460464,467359,475124,484934,493941,502856,514052,527572,541409,552684,562894,574254,584897,592942,600458,607282,617683,627014,635592,640648,647875,656302,665717,675308,687221,697399,705280,711508,715922,721904,725321,731553,734538,737213,737755,733842,730123,727784,728552,727363,724219,720839,720034,717568,714121,707636,701036,694229,685524,677638,669874,664711,658392,648220,636130,622476,613255,604095,596639,591600,587685,581463,570306,561476,557462,556068,553476,551106,548965,550526,554191,557704,560433,564863,572742,576377,575539,575851,578771,585913,586161,584762,579885,576147,572359,567671,564900,564115,564731,563171,560217,553949,552692,551403,550384,548206,545794,545850,543665,542179,539655,538883,539704,542201,544339,546199,548037,551051,557374,563670,572546,578813,590578,601771,615760,626045,637831,649704,665063,677730,686055,691826,695305,702455,703867,706568,704837,708084,709988,714936,714071,714306,714313,717941,720817,723715,727332,731249,733499,735628,736238,734590,734296,734173,736413,738095,742403,743979,745820,744749,746841,745602,745743,745127,747501,751231,754512,754470,753883,755711,757966,761068,762852,767592,771681,776013,778872,780294,781269,784770,788433,790982,793607,796267,798068,798477,798490,796549,792518,789160,788437,788496,785701,783500,777915,772738,769736,771777,775424,775160,774387,773036,772697,771094,772989,776224,781932,787370,792242,793835,794986,800524,808182,816824,824226,832419,839811,846690,854051
